Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10,State_County_Year
365,328,36,1,0,0,0,108,51,36,0,2,269,64,30,MontanaRosebud2019
365,289,76,0,0,0,0,95,56,33,0,0,0,357,8,MontanaSanders2019
104,101,3,0,0,0,0,57,36,16,0,0,0,104,0,MontanaSheridan2019
363,293,70,0,0,0,0,92,60,24,0,0,0,236,127,MontanaSilver Bow2019
292,271,20,0,1,0,0,159,47,31,0,0,0,292,0,MontanaYellowstone2019
348,348,0,0,0,0,0,46,26,13,0,0,0,0,348,NebraskaCass2019
365,273,92,0,0,0,0,80,59,42,0,0,156,207,2,NebraskaDouglas2019
97,87,10,0,0,0,0,64,51,25,0,0,0,97,0,NebraskaHall2019
355,342,13,0,0,0,0,80,46,35,0,0,355,0,0,NebraskaKnox2019
288,249,39,0,0,0,0,70,52,36,0,0,214,74,0,NebraskaLancaster2019
350,240,110,0,0,0,0,82,60,39,0,0,0,350,0,NebraskaSarpy2019
113,107,6,0,0,0,0,74,45,25,0,0,0,113,0,NebraskaScotts Bluff2019
109,105,4,0,0,0,0,62,34,16,0,0,0,109,0,NebraskaThomas2019
116,95,21,0,0,0,0,78,55,34,0,0,0,116,0,NebraskaWashington2019
365,296,69,0,0,0,0,97,58,44,0,0,277,88,0,NevadaCarson City2019
353,323,30,0,0,0,0,80,50,41,0,0,353,0,0,NevadaChurchill2019
365,128,232,5,0,0,0,122,87,58,1,10,236,110,8,NevadaClark2019
356,318,38,0,0,0,0,66,52,17,0,0,0,356,0,NevadaDouglas2019
365,356,9,0,0,0,0,77,31,14,0,0,12,23,330,NevadaElko2019
356,344,12,0,0,0,0,71,47,38,0,0,346,0,10,NevadaLyon2019
365,352,12,1,0,0,0,146,31,15,0,0,0,0,365,NevadaNye2019
365,214,151,0,0,0,0,97,64,48,0,2,273,87,3,NevadaWashoe2019
362,294,67,1,0,0,0,101,61,44,0,0,361,1,0,NevadaWhite Pine2019
316,292,24,0,0,0,0,77,48,32,0,0,156,160,0,New HampshireBelknap2019
365,331,34,0,0,0,0,82,50,35,0,0,254,111,0,New HampshireCheshire2019
324,313,11,0,0,0,0,64,47,40,0,0,304,20,0,New HampshireCoos2019
365,332,33,0,0,0,0,65,50,35,0,0,248,117,0,New HampshireGrafton2019
365,345,20,0,0,0,0,80,47,37,0,0,337,28,0,New HampshireHillsborough2019
210,206,4,0,0,0,0,61,44,36,0,0,210,0,0,New HampshireMerrimack2019
365,319,45,1,0,0,0,112,52,39,0,0,255,110,0,New HampshireRockingham2019
365,270,94,1,0,0,0,105,55,42,0,0,178,187,0,New JerseyAtlantic2019
365,149,211,5,0,0,0,150,73,53,0,32,56,277,0,New JerseyBergen2019
365,173,187,5,0,0,0,126,71,51,0,9,123,233,0,New JerseyCamden2019
361,254,104,3,0,0,0,105,61,44,0,1,204,156,0,New JerseyCumberland2019
365,206,159,0,0,0,0,100,65,47,0,42,122,201,0,New JerseyEssex2019
280,229,50,1,0,0,0,133,57,37,0,0,207,73,0,New JerseyGloucester2019
365,211,154,0,0,0,0,93,64,47,0,57,78,230,0,New JerseyHudson2019
362,256,105,1,0,0,0,108,62,43,0,0,178,184,0,New JerseyHunterdon2019
365,232,131,2,0,0,0,136,64,45,0,0,196,169,0,New JerseyMercer2019
362,243,116,3,0,0,0,115,63,43,0,6,182,174,0,New JerseyMiddlesex2019
240,217,23,0,0,0,0,100,50,37,0,0,240,0,0,New JerseyMonmouth2019
364,325,39,0,0,0,0,87,51,36,0,11,322,31,0,New JerseyMorris2019
349,266,81,2,0,0,0,150,60,40,0,0,191,158,0,New JerseyOcean2019
277,226,50,1,0,0,0,122,57,40,0,0,209,68,0,New JerseyPassaic2019
365,167,198,0,0,0,0,100,63,52,0,33,0,332,0,New JerseyUnion2019
364,279,84,1,0,0,0,103,57,39,0,26,121,217,0,New JerseyWarren2019
365,134,227,4,0,0,0,108,77,55,0,1,218,110,36,New MexicoBernalillo2019
111,111,0,0,0,0,0,42,24,12,0,0,0,111,0,New MexicoCatron2019
118,113,5,0,0,0,0,58,42,21,0,0,0,118,0,New MexicoChaves2019
365,156,185,17,3,2,2,645,87,54,0,4,244,60,57,New MexicoDona Ana2019
365,212,134,17,2,0,0,174,90,47,0,1,360,4,0,New MexicoEddy2019
365,210,151,4,0,0,0,140,71,48,0,4,252,109,0,New MexicoLea2019
107,107,0,0,0,0,0,42,28,13,0,0,0,107,0,New MexicoLincoln2019
117,117,0,0,0,0,0,42,21,12,0,0,0,117,0,New MexicoLos Alamos2019
361,349,10,1,0,0,1,630,29,12,0,0,0,0,361,New MexicoLuna2019
358,315,43,0,0,0,0,90,54,43,0,0,354,4,0,New MexicoRio Arriba2019
365,208,157,0,0,0,0,97,90,49,0,3,362,0,0,New MexicoSan Juan2019
363,275,88,0,0,0,0,97,61,44,0,0,350,11,2,New MexicoSandoval2019
362,273,88,1,0,0,0,101,67,44,0,0,349,13,0,New MexicoSanta Fe2019
92,92,0,0,0,0,0,41,26,14,0,0,0,92,0,New MexicoSocorro2019
358,315,43,0,0,0,0,73,53,21,0,0,0,358,0,New MexicoTaos2019
357,270,87,0,0,0,0,93,67,44,0,0,357,0,0,New MexicoValencia2019
365,276,89,0,0,0,0,93,58,41,0,0,151,214,0,New YorkAlbany2019
365,212,150,3,0,0,0,115,66,46,0,28,114,223,0,New YorkBronx2019
343,302,40,1,0,0,0,105,53,38,0,0,302,41,0,New YorkChautauqua2019
331,319,12,0,0,0,0,90,45,34,0,0,331,0,0,New YorkDutchess2019
365,262,103,0,0,0,0,93,59,43,0,12,130,223,0,New YorkErie2019
364,327,37,0,0,0,0,80,51,42,0,0,357,7,0,New YorkEssex2019
177,177,0,0,0,0,0,49,42,31,0,0,177,0,0,New YorkFranklin2019
323,321,2,0,0,0,0,54,44,35,0,0,323,0,0,New YorkHamilton2019
185,185,0,0,0,0,0,45,37,29,0,0,185,0,0,New YorkHerkimer2019
205,198,7,0,0,0,0,64,46,35,0,0,205,0,0,New YorkJefferson2019
365,280,85,0,0,0,0,78,55,36,0,0,0,365,0,New YorkKings2019
365,272,93,0,0,0,0,90,57,40,0,0,140,225,0,New YorkMonroe2019
360,308,52,0,0,0,0,72,53,29,0,0,0,360,0,New YorkNassau2019
365,219,144,2,0,0,0,136,62,46,0,0,124,241,0,New YorkNew York2019
352,339,13,0,0,0,0,80,44,35,0,0,352,0,0,New YorkNiagara2019
355,331,24,0,0,0,0,64,47,23,0,0,0,355,0,New YorkOneida2019
365,301,64,0,0,0,0,77,55,39,0,0,221,144,0,New YorkOnondaga2019
365,307,58,0,0,0,0,74,54,39,0,0,202,163,0,New YorkOrange2019
321,316,5,0,0,0,0,67,45,34,0,0,321,0,0,New YorkOswego2019
329,313,15,1,0,0,0,101,46,35,0,0,329,0,0,New YorkPutnam2019
365,234,127,4,0,0,0,119,61,45,0,42,141,182,0,New YorkQueens2019
365,275,90,0,0,0,0,97,60,41,0,0,177,188,0,New YorkRichmond2019
365,314,50,1,0,0,0,112,53,39,0,0,268,97,0,New YorkRockland2019
331,328,3,0,0,0,0,58,44,33,0,0,331,0,0,New YorkSaratoga2019
365,315,50,0,0,0,0,69,53,37,0,0,208,157,0,New YorkSteuben2019
365,276,80,9,0,0,0,150,64,43,0,0,261,104,0,New YorkSuffolk2019
356,349,7,0,0,0,0,61,45,35,0,0,356,0,0,New YorkTompkins2019
268,253,15,0,0,0,0,90,47,35,0,0,268,0,0,New YorkWayne2019
365,309,55,1,0,0,0,105,55,38,0,0,262,103,0,New YorkWestchester2019
305,274,31,0,0,0,0,80,51,39,0,0,245,0,60,North CarolinaAlexander2019
363,333,30,0,0,0,0,77,49,40,0,0,349,14,0,North CarolinaAvery2019
365,277,88,0,0,0,0,84,55,42,0,0,146,219,0,North CarolinaBuncombe2019
243,214,29,0,0,0,0,74,54,42,0,0,243,0,0,North CarolinaCaldwell2019
259,239,20,0,0,0,0,80,50,37,0,0,259,0,0,North CarolinaCarteret2019
245,236,9,0,0,0,0,64,47,39,0,0,245,0,0,North CarolinaCaswell2019
361,215,146,0,0,0,0,74,59,44,0,0,0,361,0,North CarolinaCatawba2019
363,236,127,0,0,0,0,84,61,44,0,0,156,204,3,North CarolinaCumberland2019
350,199,151,0,0,0,0,92,61,47,0,0,0,350,0,North CarolinaDavidson2019
364,207,157,0,0,0,0,87,60,47,0,0,138,226,0,North CarolinaDurham2019
363,275,88,0,0,0,0,71,55,40,0,0,136,227,0,North CarolinaEdgecombe2019
365,175,190,0,0,0,0,97,66,51,0,6,114,245,0,North CarolinaForsyth2019
245,191,54,0,0,0,0,97,61,44,0,0,245,0,0,North CarolinaGraham2019
240,195,45,0,0,0,0,87,64,44,0,0,240,0,0,North CarolinaGranville2019
365,244,121,0,0,0,0,90,61,44,0,0,180,166,19,North CarolinaGuilford2019
276,211,65,0,0,0,0,97,64,45,0,0,244,32,0,North CarolinaHaywood2019
102,98,4,0,0,0,0,63,42,24,0,0,0,102,0,North CarolinaHyde2019
103,85,18,0,0,0,0,66,54,34,0,0,0,103,0,North CarolinaJackson2019
363,224,139,0,0,0,0,87,60,46,0,0,106,257,0,North CarolinaJohnston2019
237,205,32,0,0,0,0,87,54,42,0,0,237,0,0,North CarolinaLenoir2019
243,178,65,0,0,0,0,97,64,44,0,0,243,0,0,North CarolinaLincoln2019
358,343,15,0,0,0,0,87,46,33,0,0,358,0,0,North CarolinaMacon2019
295,261,34,0,0,0,0,74,51,40,0,0,237,0,58,North CarolinaMartin2019
365,161,194,10,0,0,0,136,71,52,0,1,146,218,0,North CarolinaMecklenburg2019
333,290,43,0,0,0,0,63,52,29,0,0,0,333,0,North CarolinaMitchell2019
365,256,109,0,0,0,0,71,58,44,0,0,153,212,0,North CarolinaMontgomery2019
348,305,43,0,0,0,0,80,53,37,0,0,209,139,0,North CarolinaNew Hanover2019
153,102,51,0,0,0,0,74,56,43,0,11,0,142,0,North CarolinaNorthampton2019
244,200,44,0,0,0,0,80,58,44,0,0,244,0,0,North CarolinaPerson2019
352,271,81,0,0,0,0,87,55,41,0,0,156,196,0,North CarolinaPitt2019
245,207,38,0,0,0,0,84,58,44,0,0,245,0,0,North CarolinaRockingham2019
365,276,89,0,0,0,0,100,67,44,0,0,319,46,0,North CarolinaRowan2019
362,259,103,0,0,0,0,90,56,42,0,0,121,241,0,North CarolinaSwain2019
235,175,57,3,0,0,0,105,64,45,0,0,235,0,0,North CarolinaUnion2019
365,141,224,0,0,0,0,93,64,53,1,1,90,273,0,North CarolinaWake2019
244,191,53,0,0,0,0,87,64,45,0,0,244,0,0,North CarolinaYancey2019
365,346,19,0,0,0,0,84,46,34,0,0,310,55,0,North DakotaBillings2019
365,348,17,0,0,0,0,67,47,34,0,1,302,62,0,North DakotaBurke2019
365,299,66,0,0,0,0,90,55,36,0,5,155,205,0,North DakotaBurleigh2019
363,301,60,1,1,0,0,157,54,36,0,7,197,159,0,North DakotaCass2019
365,343,22,0,0,0,0,87,47,35,0,0,303,62,0,North DakotaDunn2019
365,343,22,0,0,0,0,77,49,35,0,1,309,55,0,North DakotaMcKenzie2019
365,301,64,0,0,0,0,72,53,38,0,0,204,161,0,North DakotaMercer2019
365,330,35,0,0,0,0,84,50,36,0,0,301,64,0,North DakotaOliver2019
364,336,28,0,0,0,0,87,46,31,0,5,217,138,4,North DakotaWard2019
362,324,38,0,0,0,0,77,51,34,0,0,263,97,2,North DakotaWilliams2019
327,294,33,0,0,0,0,66,51,28,0,0,0,327,0,OhioAdams2019
332,229,103,0,0,0,0,97,61,44,0,0,167,165,0,OhioAllen2019
245,221,23,1,0,0,0,112,50,39,0,0,245,0,0,OhioAshtabula2019
120,99,21,0,0,0,0,61,53,33,0,0,0,120,0,OhioAthens2019
365,327,38,0,0,0,0,69,51,15,15,250,0,91,9,OhioBelmont2019
364,236,126,2,0,0,0,101,70,44,0,0,267,92,5,OhioButler2019
362,147,213,2,0,0,0,105,67,53,0,0,102,260,0,OhioClark2019
358,247,107,4,0,0,0,140,61,44,0,0,177,181,0,OhioClermont2019
244,203,41,0,0,0,0,100,58,43,0,0,244,0,0,OhioClinton2019
62,62,0,0,0,0,0,26,22,12,0,0,0,0,62,OhioColumbiana2019
365,116,245,4,0,0,0,108,74,56,0,0,78,277,10,OhioCuyahoga2019
241,214,27,0,0,0,0,84,51,41,0,0,241,0,0,OhioDelaware2019
355,332,23,0,0,0,0,74,48,38,0,0,355,0,0,OhioFayette2019
365,157,207,1,0,0,0,101,68,53,0,0,111,253,1,OhioFranklin2019
230,189,39,2,0,0,0,119,61,42,0,0,230,0,0,OhioGeauga2019
243,213,30,0,0,0,0,90,54,41,0,0,243,0,0,OhioGreene2019
365,99,260,6,0,0,0,119,77,57,0,4,88,273,0,OhioHamilton2019
293,277,16,0,0,0,0,64,41,2,236,0,0,57,0,OhioHarrison2019
364,143,219,2,0,0,0,123,66,53,0,0,47,317,0,OhioJefferson2019
245,218,27,0,0,0,0,93,51,41,0,0,245,0,0,OhioKnox2019
365,292,68,5,0,0,0,115,58,40,0,0,187,178,0,OhioLake2019
365,263,102,0,0,0,0,77,55,43,0,0,131,234,0,OhioLawrence2019
245,223,22,0,0,0,0,80,50,41,0,0,245,0,0,OhioLicking2019
362,260,102,0,0,0,0,75,58,41,0,0,153,209,0,OhioLorain2019
351,224,126,1,0,0,0,143,64,44,0,0,117,234,0,OhioLucas2019
245,209,36,0,0,0,0,93,54,42,0,0,245,0,0,OhioMadison2019
360,232,128,0,0,0,0,84,59,46,0,0,93,267,0,OhioMahoning2019
353,230,123,0,0,0,0,81,58,44,0,0,99,254,0,OhioMedina2019
241,226,15,0,0,0,0,77,49,40,0,0,241,0,0,OhioMiami2019
365,163,202,0,0,0,0,95,67,52,0,0,101,264,0,OhioMontgomery2019
361,325,36,0,0,0,0,87,50,38,0,0,326,35,0,OhioNoble2019
270,233,37,0,0,0,0,87,54,38,0,0,202,68,0,OhioPortage2019
364,201,163,0,0,0,0,93,64,48,0,0,147,217,0,OhioPreble2019
365,337,28,0,0,0,0,78,44,14,0,0,0,111,254,OhioScioto2019
365,157,208,0,0,0,0,100,71,52,0,0,115,250,0,OhioStark2019
363,199,161,3,0,0,0,115,65,48,0,0,117,246,0,OhioSummit2019
362,249,113,0,0,0,0,100,60,44,0,0,162,200,0,OhioTrumbull2019
360,210,147,3,0,0,0,122,64,47,0,0,148,212,0,OhioWarren2019
245,219,26,0,0,0,0,87,51,41,0,0,245,0,0,OhioWashington2019
244,225,19,0,0,0,0,87,49,38,0,0,244,0,0,OhioWood2019
365,295,70,0,0,0,0,88,54,40,1,0,215,148,1,OklahomaAdair2019
355,306,48,1,0,0,0,105,54,37,0,0,355,0,0,OklahomaCanadian2019
365,228,137,0,0,0,0,97,61,46,0,0,157,208,0,OklahomaCarter2019
252,238,14,0,0,0,0,90,47,37,0,0,252,0,0,OklahomaChoctaw2019
365,160,205,0,0,0,0,90,67,52,0,0,131,234,0,OklahomaCleveland2019
365,220,145,0,0,0,0,97,64,47,0,0,155,210,0,OklahomaComanche2019
356,331,24,1,0,0,0,101,48,36,0,0,356,0,0,OklahomaCreek2019
236,235,1,0,0,0,0,58,26,14,0,0,0,0,236,OklahomaCuster2019
365,230,135,0,0,0,0,93,61,44,0,0,166,199,0,OklahomaDewey2019
27,27,0,0,0,0,0,43,42,22,0,0,0,27,0,OklahomaGrant2019
141,128,13,0,0,0,0,67,50,40,0,0,141,0,0,OklahomaJohnston2019
365,206,158,1,0,0,0,106,61,47,0,0,69,296,0,OklahomaKay2019
38,31,7,0,0,0,0,82,56,36,0,0,0,36,2,OklahomaLe Flore2019
297,283,14,0,0,0,0,100,46,35,0,0,297,0,0,OklahomaMayes2019
134,117,15,1,1,0,0,169,57,18,0,0,0,0,134,OklahomaMuskogee2019
365,228,136,1,0,0,0,118,61,45,0,0,152,213,0,OklahomaNowata2019
365,156,208,1,0,0,0,119,71,52,0,3,131,230,1,OklahomaOklahoma2019
354,311,43,0,0,0,0,90,51,38,0,0,354,0,0,OklahomaOsage2019
363,222,140,1,0,0,0,104,62,45,0,0,57,277,29,OklahomaOttawa2019
365,220,143,2,0,0,0,105,62,46,0,0,183,182,0,OklahomaPittsburg2019
361,279,82,0,0,0,0,67,56,41,0,10,141,210,0,OklahomaSequoyah2019
365,188,176,1,0,0,0,105,67,50,0,0,133,232,0,OklahomaTulsa2019
360,293,67,0,0,0,0,68,56,31,0,0,0,360,0,OregonBaker2019
365,302,63,0,0,0,0,87,56,22,0,0,0,365,0,OregonBenton2019
225,214,10,1,0,0,0,101,44,31,0,0,130,95,0,OregonClackamas2019
363,342,21,0,0,0,0,84,46,27,0,0,128,235,0,OregonColumbia2019
107,99,8,0,0,0,0,63,47,25,0,0,0,107,0,OregonCoos2019
365,266,98,1,0,0,0,103,63,30,0,0,0,365,0,OregonCrook2019
365,309,51,4,1,0,0,154,53,26,0,0,0,365,0,OregonDeschutes2019
347,256,91,0,0,0,0,82,64,32,0,0,0,347,0,OregonDouglas2019
349,205,143,1,0,0,0,103,65,41,0,0,0,349,0,OregonGrant2019
364,204,155,5,0,0,0,131,70,44,0,0,0,364,0,OregonHarney2019
365,249,109,3,4,0,0,190,64,41,0,0,123,242,0,OregonJackson2019
365,261,102,2,0,0,0,122,66,29,0,0,0,365,0,OregonJefferson2019
365,251,109,3,2,0,0,175,68,34,0,0,0,365,0,OregonJosephine2019
365,230,129,6,0,0,0,126,78,39,0,0,0,365,0,OregonKlamath2019
363,288,74,1,0,0,0,106,61,25,0,0,0,363,0,OregonLake2019
365,216,141,8,0,0,0,117,78,44,0,0,50,308,7,OregonLane2019
365,233,130,2,0,0,0,104,66,37,0,0,0,365,0,OregonLinn2019
356,262,94,0,0,0,0,93,63,37,0,0,108,248,0,OregonMarion2019
365,283,82,0,0,0,0,91,58,36,0,3,168,194,0,OregonMultnomah2019
365,267,97,1,0,0,0,104,63,40,0,0,142,223,0,OregonUmatilla2019
365,313,52,0,0,0,0,88,53,26,0,0,0,364,1,OregonUnion2019
363,289,73,1,0,0,0,103,56,29,0,0,0,363,0,OregonWallowa2019
350,262,88,0,0,0,0,89,62,31,0,0,0,350,0,OregonWasco2019
365,268,96,1,0,0,0,102,62,37,0,8,96,260,1,OregonWashington2019
365,243,122,0,0,0,0,87,63,45,0,0,210,155,0,PennsylvaniaAdams2019
365,67,287,7,4,0,0,165,80,59,0,0,39,326,0,PennsylvaniaAllegheny2019
365,261,104,0,0,0,0,72,57,43,0,0,154,211,0,PennsylvaniaArmstrong2019
365,183,181,1,0,0,0,132,67,50,0,0,150,215,0,PennsylvaniaBeaver2019
365,230,129,5,1,0,0,170,67,44,0,0,167,198,0,PennsylvaniaBerks2019
352,220,132,0,0,0,0,93,64,46,0,0,147,205,0,PennsylvaniaBlair2019
352,273,79,0,0,0,0,78,58,41,0,0,157,195,0,PennsylvaniaBradford2019
357,318,36,3,0,0,0,136,54,35,0,0,357,0,0,PennsylvaniaBucks2019
365,229,136,0,0,0,0,89,62,45,2,4,109,250,0,PennsylvaniaCambria2019
365,192,173,0,0,0,0,99,66,49,0,0,120,245,0,PennsylvaniaCentre2019
364,223,139,2,0,0,0,115,67,46,0,0,196,168,0,PennsylvaniaChester2019
359,357,2,0,0,0,0,61,44,33,0,0,359,0,0,PennsylvaniaClearfield2019
365,178,182,5,0,0,0,150,68,51,0,0,0,365,0,PennsylvaniaCumberland2019
365,232,129,3,1,0,0,161,67,44,0,0,162,202,1,PennsylvaniaDauphin2019
365,180,178,7,0,0,0,133,74,51,0,1,136,228,0,PennsylvaniaDelaware2019
357,345,12,0,0,0,0,80,46,35,0,0,357,0,0,PennsylvaniaElk2019
364,271,93,0,0,0,0,93,56,39,2,4,172,186,0,PennsylvaniaErie2019
360,273,87,0,0,0,0,75,57,42,0,0,192,168,0,PennsylvaniaFayette2019
341,324,17,0,0,0,0,80,48,36,0,0,341,0,0,PennsylvaniaFranklin2019
349,294,55,0,0,0,0,71,54,38,0,0,190,159,0,PennsylvaniaGreene2019
350,324,26,0,0,0,0,93,49,38,0,0,350,0,0,PennsylvaniaIndiana2019
365,309,56,0,0,0,0,82,53,39,0,11,233,121,0,PennsylvaniaLackawanna2019
365,160,195,9,1,0,0,159,76,52,0,0,104,261,0,PennsylvaniaLancaster2019
361,356,5,0,0,0,0,74,43,31,0,0,361,0,0,PennsylvaniaLawrence2019
360,219,137,4,0,0,0,142,66,46,0,0,135,225,0,PennsylvaniaLebanon2019
360,254,103,3,0,0,0,119,64,43,0,0,159,199,2,PennsylvaniaLehigh2019
361,350,11,0,0,0,0,77,45,34,0,0,352,0,9,PennsylvaniaLuzerne2019
361,322,39,0,0,0,0,77,51,37,0,0,269,92,0,PennsylvaniaLycoming2019
365,240,125,0,0,0,0,96,61,44,0,0,181,184,0,PennsylvaniaMercer2019
349,340,9,0,0,0,0,80,45,34,0,0,349,0,0,PennsylvaniaMonroe2019
362,262,99,1,0,0,0,129,61,40,0,0,163,199,0,PennsylvaniaMontgomery2019
363,238,122,3,0,0,0,114,66,44,0,1,165,197,0,PennsylvaniaNorthampton2019
365,193,166,6,0,0,0,140,72,49,0,12,131,222,0,PennsylvaniaPhiladelphia2019
