AQI_records_21,Good_21,Moderate_21,Unhealthy_sens_21,Unhealthy_21,Very_unhealthy_21,Hazardous_21,Max_AQI_21,90th_Percentile_AQI_21,Median_AQI_21,CO_21,NO2_21,O3_21,PM2.5_21,PM10_21,State_County_Year
354,196,157,1,0,0,0,124,63,47,0,0,28,326,0,PennsylvaniaWestmoreland2021
336,254,81,1,0,0,0,127,56,34,0,0,0,336,0,PennsylvaniaWyoming2021
357,168,187,2,0,0,0,148,71,51,0,3,91,263,0,PennsylvaniaYork2021
7,7,0,0,0,0,0,23,23,14,0,0,0,7,0,Puerto RicoAdjuntas2021
347,320,27,0,0,0,0,77,41,10,168,0,76,103,0,Puerto RicoBayamon2021
197,180,17,0,0,0,0,75,48,14,104,19,0,74,0,Puerto RicoCaguas2021
300,151,136,12,1,0,0,151,80,50,0,0,12,185,103,Puerto RicoCatano2021
114,88,26,0,0,0,0,82,58,29,0,0,0,107,7,Puerto RicoFajardo2021
54,39,15,0,0,0,0,77,65,28,0,0,0,53,1,Puerto RicoGuayama2021
119,86,33,0,0,0,0,77,64,33,0,0,0,111,8,Puerto RicoGuaynabo2021
334,231,101,2,0,0,0,142,62,38,0,0,116,218,0,Puerto RicoMayagnez2021
217,176,37,0,1,2,1,380,61,30,12,0,0,65,140,Puerto RicoPonce2021
41,41,0,0,0,0,0,10,9,7,41,0,0,0,0,Puerto RicoSan Juan2021
358,313,42,3,0,0,0,140,54,34,0,0,163,195,0,Rhode IslandKent2021
365,219,142,4,0,0,0,136,62,45,0,4,117,244,0,Rhode IslandProvidence2021
358,306,50,2,0,0,0,143,52,36,0,0,173,185,0,Rhode IslandWashington2021
282,259,23,0,0,0,0,84,49,36,0,0,282,0,0,South CarolinaAiken2021
263,240,23,0,0,0,0,87,50,38,0,0,263,0,0,South CarolinaAnderson2021
258,250,8,0,0,0,0,80,47,34,0,0,258,0,0,South CarolinaBerkeley2021
365,197,168,0,0,0,0,93,62,48,0,0,46,319,0,South CarolinaCharleston2021
358,268,90,0,0,0,0,81,58,41,0,0,134,224,0,South CarolinaChesterfield2021
275,257,18,0,0,0,0,74,48,35,0,0,275,0,0,South CarolinaDarlington2021
354,261,93,0,0,0,0,87,59,39,0,0,160,194,0,South CarolinaEdgefield2021
337,251,86,0,0,0,0,86,58,39,0,0,0,337,0,South CarolinaFlorence2021
365,180,184,1,0,0,0,101,70,51,0,3,114,248,0,South CarolinaGreenville2021
264,238,26,0,0,0,0,90,50,38,0,0,264,0,0,South CarolinaHorry2021
358,199,158,1,0,0,0,102,63,46,0,0,0,346,12,South CarolinaLexington2021
365,268,96,1,0,0,0,101,60,42,0,0,213,152,0,South CarolinaRichland2021
354,201,152,1,0,0,0,119,64,46,0,0,112,242,0,South CarolinaSpartanburg2021
360,257,103,0,0,0,0,97,61,44,0,0,181,179,0,South CarolinaYork2021
365,270,87,6,1,1,0,236,67,39,0,0,236,103,26,South DakotaBrookings2021
356,301,52,0,2,1,0,208,58,26,0,0,0,210,146,South DakotaBrown2021
365,246,113,3,2,1,0,271,69,43,0,0,136,197,32,South DakotaCodington2021
364,302,59,2,0,1,0,209,60,39,0,0,307,55,2,South DakotaCuster2021
349,325,22,1,0,1,0,268,46,12,0,0,0,349,0,South DakotaHughes2021
365,309,54,0,1,1,0,233,55,35,0,1,220,139,5,South DakotaJackson2021
365,308,50,7,0,0,0,115,64,38,0,0,346,0,19,South DakotaMeade2021
349,266,78,3,2,0,0,193,61,39,0,12,193,126,18,South DakotaMinnehaha2021
365,244,114,5,1,1,0,202,73,39,0,16,0,197,152,South DakotaPennington2021
273,179,90,2,2,0,0,167,64,44,0,0,155,117,1,South DakotaUnion2021
235,219,16,0,0,0,0,87,49,38,0,0,235,0,0,TennesseeAnderson2021
365,231,132,2,0,0,0,107,61,44,0,0,168,197,0,TennesseeBlount2021
357,339,18,0,0,0,0,71,46,34,0,0,357,0,0,TennesseeClaiborne2021
365,153,208,4,0,0,0,116,70,52,0,6,47,312,0,TennesseeDavidson2021
363,349,14,0,0,0,0,84,46,35,0,0,363,0,0,TennesseeDeKalb2021
350,242,107,1,0,0,0,105,60,39,0,0,0,350,0,TennesseeDyer2021
351,191,159,1,0,0,0,101,64,48,0,0,116,235,0,TennesseeHamilton2021
235,199,36,0,0,0,0,100,58,41,0,0,235,0,0,TennesseeJefferson2021
365,153,207,5,0,0,0,150,69,52,0,0,51,314,0,TennesseeKnox2021
357,274,83,0,0,0,0,98,57,34,0,0,0,357,0,TennesseeLawrence2021
365,259,106,0,0,0,0,90,59,42,0,0,134,231,0,TennesseeLoudon2021
356,249,106,1,0,0,0,106,60,38,0,0,0,356,0,TennesseeMadison2021
349,252,96,1,0,0,0,109,60,35,0,0,0,349,0,TennesseeMaury2021
360,250,110,0,0,0,0,90,59,37,0,0,0,360,0,TennesseeMcMinn2021
359,279,79,1,0,0,0,138,59,33,0,0,0,359,0,TennesseeMontgomery2021
356,268,88,0,0,0,0,91,58,36,0,0,0,356,0,TennesseePutnam2021
357,256,101,0,0,0,0,89,57,37,0,0,0,357,0,TennesseeRoane2021
363,310,53,0,0,0,0,93,54,42,0,0,363,0,0,TennesseeSevier2021
365,209,152,4,0,0,0,150,67,48,0,0,127,238,0,TennesseeShelby2021
365,273,92,0,0,0,0,100,59,41,0,0,153,212,0,TennesseeSullivan2021
357,236,119,2,0,0,0,133,62,44,0,0,109,248,0,TennesseeSumner2021
243,225,18,0,0,0,0,67,50,39,0,0,243,0,0,TennesseeWilliamson2021
243,221,22,0,0,0,0,74,48,37,0,0,243,0,0,TennesseeWilson2021
356,213,143,0,0,0,0,87,63,43,0,0,0,356,0,TexasAtascosa2021
365,240,122,3,0,0,0,122,69,44,0,0,230,135,0,TexasBell2021
365,113,240,12,0,0,0,147,80,55,0,0,94,269,2,TexasBexar2021
357,163,193,1,0,0,0,106,64,52,0,0,0,357,0,TexasBowie2021
365,331,22,11,1,0,0,159,50,34,0,10,355,0,0,TexasBrazoria2021
356,248,108,0,0,0,0,85,58,40,0,0,0,356,0,TexasBrazos2021
356,287,68,1,0,0,0,105,57,42,0,0,276,80,0,TexasBrewster2021
365,162,203,0,0,0,0,99,70,52,0,0,67,298,0,TexasCameron2021
357,294,55,7,1,0,0,154,64,37,0,0,357,0,0,TexasCollin2021
221,170,47,4,0,0,0,126,64,43,0,0,145,76,0,TexasCulberson2021
365,210,145,9,1,0,0,174,71,47,0,12,180,172,1,TexasDallas2021
365,222,122,18,3,0,0,179,77,45,0,0,226,139,0,TexasDenton2021
349,269,80,0,0,0,0,91,56,35,0,0,0,349,0,TexasEctor2021
365,91,255,19,0,0,0,150,84,59,0,7,141,207,10,TexasEl Paso2021
363,262,100,1,0,0,0,105,60,43,0,5,184,174,0,TexasEllis2021
361,259,99,3,0,0,0,122,63,43,0,1,194,163,3,TexasGalveston2021
365,336,29,0,0,0,0,93,48,33,0,7,358,0,0,TexasGregg2021
365,64,276,18,7,0,0,179,90,58,0,3,69,283,10,TexasHarris2021
362,205,153,3,1,0,0,161,64,47,0,0,89,273,0,TexasHarrison2021
363,169,192,2,0,0,0,108,74,52,0,0,85,278,0,TexasHidalgo2021
357,331,25,1,0,0,0,122,49,35,0,0,357,0,0,TexasHood2021
362,343,19,0,0,0,0,93,46,33,0,5,357,0,0,TexasHunt2021
365,231,131,3,0,0,0,115,62,44,0,0,147,218,0,TexasJefferson2021
363,311,46,6,0,0,0,136,61,37,0,0,363,0,0,TexasJohnson2021
364,364,0,0,0,0,0,26,16,6,0,364,0,0,0,TexasKarnes2021
365,269,96,0,0,0,0,84,58,40,0,3,153,209,0,TexasKaufman2021
348,185,162,1,0,0,0,109,68,48,0,0,0,348,0,TexasKleberg2021
347,278,69,0,0,0,0,85,55,31,0,0,0,347,0,TexasLubbock2021
353,239,114,0,0,0,0,88,61,37,0,0,0,353,0,TexasMaverick2021
364,280,84,0,0,0,0,100,59,39,2,0,216,146,0,TexasMcLennan2021
359,204,152,2,1,0,0,151,66,47,0,0,148,211,0,TexasMontgomery2021
365,266,99,0,0,0,0,100,61,41,0,1,183,181,0,TexasNavarro2021
364,200,162,2,0,0,0,113,67,47,0,0,127,236,1,TexasNueces2021
364,262,102,0,0,0,0,80,57,41,0,3,111,250,0,TexasOrange2021
354,312,41,1,0,0,0,136,54,36,0,0,354,0,0,TexasParker2021
353,349,4,0,0,0,0,61,43,30,0,0,353,0,0,TexasPolk2021
354,293,61,0,0,0,0,83,54,31,0,0,0,354,0,TexasPotter2021
360,293,64,3,0,0,0,119,64,42,0,0,360,0,0,TexasRandall2021
360,343,17,0,0,0,0,87,45,31,0,0,360,0,0,TexasRockwall2021
361,333,28,0,0,0,0,100,48,35,0,8,353,0,0,TexasSmith2021
365,161,190,12,1,1,0,209,79,52,0,6,137,222,0,TexasTarrant2021
365,182,182,1,0,0,0,101,67,51,0,3,111,248,3,TexasTravis2021
364,347,17,0,0,0,0,97,46,32,0,0,364,0,0,TexasVictoria2021
365,197,168,0,0,0,0,97,69,48,0,0,60,303,2,TexasWebb2021
363,363,0,0,0,0,0,27,16,7,0,363,0,0,0,TexasWilson2021
363,281,78,4,0,0,0,119,67,42,0,2,361,0,0,UtahBox Elder2021
365,213,142,10,0,0,0,129,82,45,0,0,229,124,12,UtahCache2021
365,265,88,10,2,0,0,155,74,44,0,0,323,42,0,UtahCarbon2021
365,205,134,25,1,0,0,156,92,47,0,21,233,110,1,UtahDavis2021
365,220,137,7,1,0,0,155,77,48,0,0,296,69,0,UtahDuchesne2021
362,273,87,2,0,0,0,115,64,45,0,0,359,3,0,UtahGarfield2021
365,286,75,3,1,0,0,176,62,40,0,11,268,86,0,UtahIron2021
365,122,195,39,9,0,0,177,108,59,0,13,223,117,12,UtahSalt Lake2021
364,276,86,2,0,0,0,115,67,44,0,0,360,4,0,UtahSan Juan2021
365,229,120,14,2,0,0,157,77,43,0,1,241,123,0,UtahTooele2021
365,190,149,24,2,0,0,159,93,50,0,0,338,27,0,UtahUintah2021
365,192,156,17,0,0,0,144,87,49,0,6,259,97,3,UtahUtah2021
365,256,106,2,1,0,0,163,64,45,0,0,340,25,0,UtahWashington2021
120,111,9,0,0,0,0,84,38,11,0,0,0,120,0,UtahWayne2021
364,221,126,17,0,0,0,140,83,46,2,12,220,120,10,UtahWeber2021
365,307,57,1,0,0,0,115,55,37,0,0,221,144,0,VermontBennington2021
365,288,76,1,0,0,0,129,57,40,0,0,175,190,0,VermontChittenden2021
365,265,99,1,0,0,0,114,60,40,0,0,145,220,0,VermontRutland2021
118,114,4,0,0,0,0,56,29,11,0,0,0,118,0,VermontWindham2021
55,46,9,0,0,0,0,76,52,28,0,0,0,55,0,Virgin IslandsSt Croix2021
109,94,15,0,0,0,0,69,55,22,0,0,0,109,0,Virgin IslandsSt John2021
360,261,99,0,0,0,0,97,60,41,0,0,123,237,0,VirginiaAlbemarle2021
15,15,0,0,0,0,0,9,7,6,0,0,0,0,15,VirginiaAlexandria City2021
365,306,56,3,0,0,0,115,55,38,0,37,267,61,0,VirginiaArlington2021
116,83,33,0,0,0,0,90,57,36,0,0,0,116,0,VirginiaBristol City2021
228,210,16,2,0,0,0,108,49,35,0,0,228,0,0,VirginiaCaroline2021
60,60,0,0,0,0,0,33,16,9,0,0,0,0,60,VirginiaCarroll2021
365,332,33,0,0,0,0,95,50,34,0,86,203,76,0,VirginiaCharles2021
283,243,39,1,0,0,0,101,52,38,0,0,203,80,0,VirginiaChesterfield2021
365,208,153,4,0,0,0,129,65,47,0,10,101,254,0,VirginiaFairfax2021
237,226,11,0,0,0,0,77,45,34,0,0,237,0,0,VirginiaFauquier2021
362,222,140,0,0,0,0,98,61,44,0,0,83,279,0,VirginiaFrederick2021
358,331,27,0,0,0,0,74,49,38,0,0,358,0,0,VirginiaGiles2021
365,263,102,0,0,0,0,95,56,42,1,2,129,233,0,VirginiaHampton City2021
245,228,17,0,0,0,0,87,49,38,0,0,245,0,0,VirginiaHanover2021
363,221,141,1,0,0,0,112,61,44,1,1,111,250,0,VirginiaHenrico2021
53,53,0,0,0,0,0,31,12,7,0,0,0,0,53,VirginiaHopewell City2021
364,308,55,1,0,0,0,122,54,37,0,10,298,56,0,VirginiaLoudoun2021
119,98,21,0,0,0,0,92,55,32,0,0,0,119,0,VirginiaLynchburg City2021
365,313,52,0,0,0,0,89,54,39,0,0,313,52,0,VirginiaMadison2021
362,340,22,0,0,0,0,85,42,18,7,261,0,94,0,VirginiaNorfolk City2021
335,335,0,0,0,0,0,21,7,3,0,335,0,0,0,VirginiaPittsylvania2021
356,343,13,0,0,0,0,80,45,33,0,0,356,0,0,VirginiaPrince Edward2021
359,333,25,1,0,0,0,119,49,35,0,10,349,0,0,VirginiaPrince William2021
363,238,124,1,0,0,0,101,58,41,2,55,0,306,0,VirginiaRichmond City2021
365,246,118,1,0,0,0,106,61,43,1,1,114,249,0,VirginiaRoanoke2021
283,267,16,0,0,0,0,64,47,34,0,0,218,65,0,VirginiaRockbridge2021
363,316,47,0,0,0,0,87,52,36,0,92,210,61,0,VirginiaRockingham2021
120,95,25,0,0,0,0,91,55,35,0,0,0,120,0,VirginiaSalem City2021
358,337,20,1,0,0,0,115,47,35,0,0,357,0,1,VirginiaStafford2021
245,228,17,0,0,0,0,90,49,37,0,0,245,0,0,VirginiaSuffolk City2021
105,77,28,0,0,0,0,82,55,35,0,0,0,105,0,VirginiaVirginia Beach City2021
242,228,14,0,0,0,0,71,49,39,0,0,242,0,0,VirginiaWythe2021
364,333,24,3,4,0,0,191,45,19,0,0,0,364,0,WashingtonAdams2021
335,176,140,14,4,1,0,233,83,48,0,0,0,335,0,WashingtonAsotin2021
365,283,73,6,3,0,0,180,63,36,0,0,126,187,52,WashingtonBenton2021
365,279,81,2,3,0,0,195,58,31,0,0,0,365,0,WashingtonChelan2021
365,298,67,0,0,0,0,81,53,37,0,0,207,158,0,WashingtonClallam2021
365,308,57,0,0,0,0,98,55,34,0,0,136,229,0,WashingtonClark2021
365,304,53,3,5,0,0,172,58,39,0,0,258,107,0,WashingtonColumbia2021
365,355,10,0,0,0,0,64,38,21,0,0,0,365,0,WashingtonCowlitz2021
320,297,23,0,0,0,0,84,45,21,0,0,0,320,0,WashingtonFranklin2021
334,284,44,1,4,1,0,224,62,19,0,0,0,334,0,WashingtonGarfield2021
365,310,49,1,4,1,0,202,54,25,0,0,0,365,0,WashingtonGrant2021
365,347,18,0,0,0,0,82,42,26,0,0,0,365,0,WashingtonGrays Harbor2021
358,352,6,0,0,0,0,79,32,20,0,0,0,358,0,WashingtonJefferson2021
365,247,113,3,2,0,0,177,60,43,0,14,111,240,0,WashingtonKing2021
359,342,16,1,0,0,0,113,44,26,0,0,0,359,0,WashingtonKitsap2021
365,303,57,3,2,0,0,173,55,28,0,0,0,365,0,WashingtonKittitas2021
119,103,16,0,0,0,0,76,53,21,0,0,0,119,0,WashingtonKlickitat2021
350,328,22,0,0,0,0,71,46,23,0,0,0,350,0,WashingtonLewis2021
361,339,22,0,0,0,0,70,43,22,0,0,0,361,0,WashingtonMason2021
365,146,193,5,8,11,2,354,86,54,0,0,0,365,0,WashingtonOkanogan2021
360,255,96,3,6,0,0,196,59,35,0,0,0,360,0,WashingtonPend Oreille2021
365,269,96,0,0,0,0,94,61,42,0,2,200,163,0,WashingtonPierce2021
314,296,17,1,0,0,0,101,46,28,0,0,60,254,0,WashingtonSkagit2021
365,248,114,3,0,0,0,137,63,35,0,0,0,365,0,WashingtonSnohomish2021
365,242,114,3,6,0,0,195,67,43,0,0,125,236,4,WashingtonSpokane2021
365,203,146,6,8,2,0,223,74,44,0,0,0,338,27,WashingtonStevens2021
329,309,20,0,0,0,0,63,41,19,0,0,0,329,0,WashingtonThurston2021
365,309,51,3,2,0,0,172,55,24,0,0,0,220,145,WashingtonWalla Walla2021
332,323,7,2,0,0,0,129,42,28,0,0,155,177,0,WashingtonWhatcom2021
365,310,45,5,4,1,0,218,58,22,0,0,0,365,0,WashingtonWhitman2021
365,175,163,12,14,1,0,210,90,52,0,0,0,362,3,WashingtonYakima2021
273,214,59,0,0,0,0,93,60,40,0,0,189,84,0,West VirginiaBerkeley2021
362,295,67,0,0,0,0,83,56,21,0,0,0,122,240,West VirginiaBrooke2021
283,232,51,0,0,0,0,87,55,38,0,0,193,90,0,West VirginiaCabell2021
358,350,8,0,0,0,0,74,42,31,0,0,358,0,0,West VirginiaGilmer2021
231,223,8,0,0,0,0,64,46,37,0,0,231,0,0,West VirginiaGreenbrier2021
364,286,78,0,0,0,0,93,61,38,0,0,194,81,89,West VirginiaHancock2021
115,82,33,0,0,0,0,69,58,35,0,0,0,115,0,West VirginiaHarrison2021
365,239,126,0,0,0,0,97,64,44,0,0,116,249,0,West VirginiaKanawha2021
91,61,30,0,0,0,0,82,58,40,0,0,0,91,0,West VirginiaMarion2021
353,140,212,1,0,0,0,121,74,53,0,0,0,353,0,West VirginiaMarshall2021
282,225,57,0,0,0,0,80,58,39,0,0,200,82,0,West VirginiaMonongalia2021
285,223,62,0,0,0,0,78,58,39,0,0,196,89,0,West VirginiaOhio2021
363,334,29,0,0,0,0,84,48,34,0,0,344,19,0,West VirginiaTucker2021
271,221,50,0,0,0,0,76,54,38,0,0,182,89,0,West VirginiaWood2021
365,282,79,3,1,0,0,160,58,37,0,0,214,151,0,WisconsinAshland2021
365,231,131,3,0,0,0,125,67,43,0,0,107,258,0,WisconsinBrown2021
208,181,27,0,0,0,0,100,54,40,0,0,208,0,0,WisconsinColumbia2021
365,199,165,1,0,0,0,101,68,48,0,0,98,267,0,WisconsinDane2021
365,216,149,0,0,0,0,99,68,46,0,0,171,194,0,WisconsinDodge2021
206,173,30,3,0,0,0,126,61,39,0,0,206,0,0,WisconsinDoor2021
362,212,145,4,1,0,0,154,67,44,0,0,98,263,1,WisconsinEau Claire2021
208,178,30,0,0,0,0,90,54,39,0,0,208,0,0,WisconsinFond du Lac2021
361,282,75,3,1,0,0,165,59,38,0,0,221,140,0,WisconsinForest2021
355,200,155,0,0,0,0,96,64,46,0,0,0,355,0,WisconsinGrant2021
237,187,50,0,0,0,0,97,57,31,0,0,0,237,0,WisconsinJackson2021
208,178,29,1,0,0,0,101,61,40,0,0,208,0,0,WisconsinJefferson2021
344,197,136,11,0,0,0,136,74,47,0,0,168,176,0,WisconsinKenosha2021
207,170,35,2,0,0,0,108,61,40,0,0,207,0,0,WisconsinKewaunee2021
365,240,124,1,0,0,0,110,64,43,0,0,115,250,0,WisconsinLa Crosse2021
207,174,30,3,0,0,0,119,64,39,0,0,207,0,0,WisconsinManitowoc2021
200,191,9,0,0,0,0,87,49,36,0,0,200,0,0,WisconsinMarathon2021
365,162,196,7,0,0,0,129,72,52,0,3,118,241,3,WisconsinMilwaukee2021
265,216,49,0,0,0,0,94,56,32,0,0,0,265,0,WisconsinMonroe2021
363,226,134,3,0,0,0,139,66,44,0,0,100,263,0,WisconsinOutagamie2021
364,241,116,7,0,0,0,129,67,43,0,0,160,204,0,WisconsinOzaukee2021
210,149,53,8,0,0,0,126,80,43,0,0,210,0,0,WisconsinRacine2021
205,173,32,0,0,0,0,100,61,41,0,0,205,0,0,WisconsinRock2021
365,236,129,0,0,0,0,96,65,44,0,0,110,255,0,WisconsinSauk2021
208,164,39,5,0,0,0,126,74,41,0,0,208,0,0,WisconsinSheboygan2021
364,260,100,2,2,0,0,153,63,39,0,0,196,168,0,WisconsinTaylor2021
363,297,63,3,0,0,0,148,57,34,0,0,158,205,0,WisconsinVilas2021
221,184,36,1,0,0,0,101,61,41,0,0,221,0,0,WisconsinWalworth2021
365,177,184,4,0,0,0,108,71,51,0,0,89,275,1,WisconsinWaukesha2021
365,193,158,13,0,0,1,312,84,50,0,3,277,18,67,WyomingAlbany2021
364,324,39,1,0,0,0,101,51,39,0,0,364,0,0,WyomingBig Horn2021
365,218,131,16,0,0,0,143,87,44,0,0,184,29,152,WyomingCampbell2021
348,348,0,0,0,0,0,37,20,10,0,348,0,0,0,WyomingCarbon2021
365,274,87,4,0,0,0,119,70,42,0,0,310,0,55,WyomingConverse2021
365,240,117,8,0,0,0,141,77,46,0,0,289,73,3,WyomingFremont2021
365,304,54,7,0,0,0,126,64,40,0,2,358,0,5,WyomingJohnson2021
364,261,92,11,0,0,0,126,77,44,2,2,320,40,0,WyomingLaramie2021
365,297,62,6,0,0,0,126,67,30,0,5,126,31,203,WyomingLincoln2021
365,282,77,6,0,0,0,125,71,42,0,2,333,30,0,WyomingNatrona2021
152,129,23,0,0,0,0,98,61,14,0,0,0,146,6,WyomingPark2021
362,324,28,2,3,1,4,682,51,16,0,0,0,0,362,WyomingPlatte2021
364,302,55,7,0,0,0,115,67,40,0,0,299,45,20,WyomingSheridan2021
365,253,105,7,0,0,0,133,77,46,0,0,342,23,0,WyomingSublette2021
365,238,117,9,1,0,0,195,83,45,0,2,286,24,53,WyomingSweetwater2021
365,277,78,10,0,0,0,131,72,44,0,0,318,45,2,WyomingTeton2021
364,361,3,0,0,0,0,60,25,7,0,0,0,0,364,WyomingUinta2021
343,282,61,0,0,0,0,100,64,41,0,0,343,0,0,WyomingWeston2021
