County,AQI_records_20,Good_20,Moderate_20,Unhealthy_sens_20,Unhealthy_20,Very_unhealthy_20,Hazardous_20,Max_AQI_20,90th_Percentile_AQI_20,Median_AQI_20,CO_20,NO2_20,O3_20,PM2.5_20,PM10_20
Preble,366,262,103,1,0,0,0,101,58,42,0,0,174,192,0
Scioto,366,347,19,0,0,0,0,93,39,14,0,0,0,96,270
Stark,358,202,152,4,0,0,0,119,65,47,0,0,110,248,0
Summit,361,193,165,3,0,0,0,114,63,48,0,0,68,293,0
Trumbull,357,280,74,2,1,0,0,154,57,40,0,0,186,171,0
Warren,361,248,109,4,0,0,0,115,61,44,0,0,162,199,0
Washington,245,233,11,1,0,0,0,108,48,38,0,0,245,0,0
Wood,229,216,13,0,0,0,0,80,46,34,0,0,229,0,0
Adair,363,297,65,0,1,0,0,152,55,36,1,0,168,189,5
Canadian,358,332,26,0,0,0,0,84,49,36,0,0,358,0,0
Carter,345,201,143,1,0,0,0,147,67,47,0,0,126,219,0
Cleveland,354,175,177,2,0,0,0,121,67,51,0,0,106,248,0
Comanche,366,262,103,1,0,0,0,107,60,44,0,0,172,194,0
Creek,363,350,13,0,0,0,0,93,47,35,0,0,363,0,0
Dewey,365,266,99,0,0,0,0,99,61,43,0,0,171,194,0
Grant,106,94,12,0,0,0,0,69,52,26,0,0,0,106,0
Johnston,289,267,22,0,0,0,0,97,49,38,0,0,289,0,0
Kay,366,171,193,2,0,0,0,113,62,51,0,0,39,327,0
Mayes,258,255,3,0,0,0,0,51,44,34,0,0,258,0,0
Oklahoma,366,147,215,4,0,0,0,112,70,53,0,3,110,251,2
Osage,350,322,28,0,0,0,0,90,49,36,0,0,350,0,0
Ottawa,352,202,148,1,1,0,0,154,65,46,0,0,44,287,21
Pittsburg,366,230,135,1,0,0,0,141,60,44,0,0,138,228,0
Sequoyah,362,304,57,1,0,0,0,141,54,37,0,5,166,191,0
Tulsa,366,200,164,2,0,0,0,129,62,49,0,0,113,249,4
Washington,344,232,111,1,0,0,0,101,60,43,0,0,145,199,0
Baker,366,282,77,2,3,2,0,225,57,33,0,0,0,366,0
Benton,366,313,42,0,1,7,3,541,56,23,0,0,0,366,0
Clackamas,272,238,25,3,2,0,4,481,53,33,0,0,126,146,0
Columbia,363,332,22,1,2,6,0,293,49,28,0,0,105,258,0
Crook,365,261,97,0,1,3,3,1033,65,28,0,0,0,365,0
Deschutes,366,298,54,4,2,1,7,1099,61,23,0,0,0,366,0
Douglas,366,278,78,1,1,2,6,902,62,29,0,0,0,366,0
Grant,364,196,161,1,5,0,1,393,70,44,0,0,0,364,0
Harney,366,211,144,2,7,1,1,357,75,42,0,0,0,366,0
Jackson,366,218,133,2,4,3,6,900,73,44,0,0,116,250,0
Jefferson,361,258,92,3,0,3,5,1135,64,28,0,0,0,361,0
Josephine,366,228,112,4,14,1,7,763,76,35,0,0,0,366,0
Klamath,366,172,148,23,20,1,2,763,124,52,0,0,0,364,2
Lake,365,267,80,14,4,0,0,166,70,29,0,0,0,305,60
Lane,366,203,149,4,0,2,8,1000,78,46,0,0,66,296,4
Linn,366,245,110,0,0,3,8,853,67,36,0,0,0,366,0
Marion,365,278,76,1,0,1,9,1272,63,36,0,0,124,241,0
Multnomah,366,275,82,1,0,2,6,779,63,36,0,1,200,165,0
Umatilla,366,273,85,0,1,2,5,738,60,38,0,0,113,253,0
Union,366,300,57,1,4,3,1,326,56,27,0,0,0,366,0
Wallowa,366,288,71,0,6,1,0,222,58,27,0,0,0,366,0
Wasco,355,307,45,0,0,0,3,599,54,24,0,0,0,355,0
Washington,366,265,91,2,0,2,6,595,61,34,0,4,122,240,0
Adams,366,280,86,0,0,0,0,88,58,42,0,0,220,146,0
Allegheny,366,138,218,10,0,0,0,128,77,54,0,0,84,280,2
Armstrong,366,246,117,3,0,0,0,122,58,43,0,0,156,210,0
Beaver,366,205,160,1,0,0,0,142,64,48,0,0,138,228,0
Berks,362,227,134,1,0,0,0,102,63,44,0,0,148,214,0
Blair,360,262,98,0,0,0,0,87,60,43,0,0,162,198,0
Bradford,358,301,57,0,0,0,0,84,53,39,0,0,203,155,0
Bucks,351,331,16,4,0,0,0,115,46,33,0,0,351,0,0
Cambria,366,228,138,0,0,0,0,90,60,44,1,0,107,258,0
Centre,366,287,79,0,0,0,0,91,57,41,0,0,207,159,0
Chester,355,233,121,1,0,0,0,143,59,44,0,0,119,236,0
Clearfield,343,341,2,0,0,0,0,54,42,31,0,0,343,0,0
Cumberland,363,236,125,2,0,0,0,137,61,44,0,0,0,363,0
Dauphin,366,219,144,3,0,0,0,116,65,46,0,0,126,240,0
Delaware,366,174,189,3,0,0,0,129,67,52,0,1,84,281,0
Elk,358,356,2,0,0,0,0,67,44,34,0,0,358,0,0
Erie,363,298,65,0,0,0,0,87,54,36,3,0,201,159,0
Fayette,363,265,98,0,0,0,0,100,55,42,0,0,148,215,0
Franklin,363,363,0,0,0,0,0,50,42,32,0,0,363,0,0
Greene,359,294,64,1,0,0,0,101,53,39,0,0,198,161,0
Indiana,351,320,30,1,0,0,0,112,49,37,0,0,315,36,0
Lackawanna,366,295,71,0,0,0,0,83,55,40,0,15,197,154,0
Lancaster,366,177,184,4,1,0,0,153,66,51,0,0,91,274,1
Lawrence,363,354,9,0,0,0,0,93,43,31,0,0,363,0,0
Lebanon,170,116,53,1,0,0,0,115,60,41,0,0,1,169,0
Lehigh,359,262,97,0,0,0,0,93,58,41,0,0,169,186,4
Luzerne,356,354,2,0,0,0,0,54,43,31,0,0,308,0,48
Lycoming,366,283,82,1,0,0,0,109,56,41,0,0,188,178,0
Mercer,366,272,93,1,0,0,0,105,58,41,0,0,190,176,0
Monroe,357,355,2,0,0,0,0,80,44,33,0,0,357,0,0
Montgomery,366,269,97,0,0,0,0,99,60,43,0,0,181,185,0
Northampton,365,260,104,1,0,0,0,117,59,41,0,4,155,206,0
Philadelphia,366,212,149,5,0,0,0,119,63,47,0,17,111,238,0
Somerset,365,357,8,0,0,0,0,71,44,34,0,0,365,0,0
Susquehanna,365,311,54,0,0,0,0,74,52,31,0,0,0,365,0
Tioga,352,298,54,0,0,0,0,81,53,39,0,0,232,120,0
Washington,366,221,145,0,0,0,0,100,61,46,0,1,135,230,0
Westmoreland,362,281,81,0,0,0,0,83,55,39,0,0,164,198,0
Wyoming,361,300,61,0,0,0,0,79,53,33,0,0,0,361,0
York,366,221,145,0,0,0,0,97,62,46,0,11,102,253,0
Adjuntas,57,52,5,0,0,0,0,63,50,18,0,0,0,57,0
Bayamon,270,259,11,0,0,0,0,69,38,21,125,0,91,54,0
Caguas,318,306,12,0,0,0,0,72,27,10,144,113,0,61,0
Catano,271,207,52,5,6,0,1,332,64,28,0,0,104,104,63
Fajardo,52,44,8,0,0,0,0,82,57,27,0,0,0,52,0
Guayama,34,26,8,0,0,0,0,82,63,31,0,0,0,34,0
Guaynabo,83,68,15,0,0,0,0,75,59,29,1,19,0,63,0
Juncos,348,338,4,5,1,0,0,174,16,9,0,0,348,0,0
Mayagnez,319,266,49,1,1,1,1,396,57,22,0,0,125,194,0
Ponce,360,319,41,0,0,0,0,81,52,23,36,0,0,55,269
San Juan,216,216,0,0,0,0,0,39,32,9,216,0,0,0,0
Kent,358,326,31,1,0,0,0,133,49,34,0,0,175,183,0
Providence,366,226,138,2,0,0,0,112,59,45,0,2,104,260,0
Washington,366,327,37,1,1,0,0,154,51,35,0,0,202,164,0
Aiken,259,258,1,0,0,0,0,71,44,32,0,0,259,0,0
Anderson,265,257,8,0,0,0,0,71,46,35,0,0,265,0,0
Berkeley,220,219,1,0,0,0,0,51,43,31,0,0,220,0,0
Charleston,366,264,101,1,0,0,0,117,57,43,0,0,58,308,0
Chesterfield,346,287,59,0,0,0,0,91,53,39,0,0,147,199,0
Darlington,253,253,0,0,0,0,0,49,42,32,0,0,253,0,0
Edgefield,366,307,58,1,0,0,0,115,53,37,0,0,156,210,0
Florence,352,290,62,0,0,0,0,95,53,37,0,0,0,352,0
Greenville,366,234,131,1,0,0,0,116,60,44,0,1,133,232,0
Horry,214,214,0,0,0,0,0,50,44,32,0,0,214,0,0
Lexington,365,263,101,1,0,0,0,111,55,39,0,0,0,352,13
Richland,366,289,76,1,0,0,0,117,55,40,0,1,146,219,0
Spartanburg,366,232,132,2,0,0,0,112,58,45,0,0,103,263,0
York,366,303,63,0,0,0,0,93,53,39,0,0,156,210,0
Brookings,366,305,61,0,0,0,0,87,55,39,0,0,281,52,33
Brown,364,308,56,0,0,0,0,78,54,28,0,0,0,258,106
Codington,366,293,72,1,0,0,0,101,55,38,0,0,156,167,43
Custer,366,323,41,2,0,0,0,119,54,41,0,0,348,17,1
Hughes,355,332,23,0,0,0,0,79,40,19,0,0,0,355,0
Jackson,366,324,42,0,0,0,0,90,52,39,0,0,319,45,2
Meade,364,342,22,0,0,0,0,84,47,38,0,0,350,0,14
Minnehaha,366,298,68,0,0,0,0,90,56,38,0,2,205,151,8
Pennington,366,264,102,0,0,0,0,92,64,35,0,27,0,197,142
Union,366,304,61,1,0,0,0,141,56,39,0,0,209,139,18
Anderson,245,238,7,0,0,0,0,64,46,35,0,0,245,0,0
Blount,366,273,93,0,0,0,0,93,56,42,0,0,183,183,0
Claiborne,345,343,2,0,0,0,0,51,44,32,0,0,345,0,0
Davidson,366,190,174,2,0,0,0,116,62,50,0,4,71,291,0
DeKalb,341,336,5,0,0,0,0,61,44,33,0,0,341,0,0
Dyer,351,293,57,1,0,0,0,117,53,31,0,0,0,351,0
Hamilton,364,219,144,0,1,0,0,151,61,46,0,0,92,272,0
Jefferson,240,232,8,0,0,0,0,74,48,37,0,0,240,0,0
Knox,366,233,133,0,0,0,0,91,60,44,0,0,85,281,0
Lawrence,359,325,34,0,0,0,0,75,49,26,0,0,0,359,0
Loudon,366,299,67,0,0,0,0,97,54,38,0,0,136,230,0
Madison,354,304,49,1,0,0,0,108,53,33,0,0,0,354,0
Maury,351,302,49,0,0,0,0,92,53,29,0,0,0,351,0
McMinn,358,280,78,0,0,0,0,89,55,37,0,0,0,358,0
Montgomery,359,288,69,2,0,0,0,116,54,35,0,0,0,359,0
Putnam,359,310,48,1,0,0,0,105,52,31,0,0,0,359,0
Roane,338,272,66,0,0,0,0,92,55,35,0,0,0,338,0
Sevier,363,336,26,1,0,0,0,105,49,40,0,0,363,0,0
Shelby,366,158,207,0,1,0,0,153,65,52,0,0,72,294,0
Sullivan,366,314,52,0,0,0,0,80,52,36,0,0,161,205,0
Sumner,360,273,86,1,0,0,0,121,56,41,0,0,137,223,0
Williamson,241,231,10,0,0,0,0,71,47,37,0,0,241,0,0
Wilson,245,240,5,0,0,0,0,64,45,33,0,0,245,0,0
Atascosa,214,149,64,0,1,0,0,158,65,38,0,0,0,214,0
Bell,366,236,129,1,0,0,0,135,63,44,0,0,193,173,0
Bexar,366,119,237,9,1,0,0,160,80,55,0,0,110,255,1
Bowie,358,193,164,1,0,0,0,127,61,48,0,0,0,358,0
Brazoria,365,328,34,2,1,0,0,182,51,33,0,11,354,0,0
Brazos,303,210,93,0,0,0,0,99,57,40,0,0,0,303,0
Brewster,360,314,46,0,0,0,0,80,52,41,0,0,278,82,0
Cameron,366,158,199,6,3,0,0,184,74,52,0,0,64,302,0
Collin,365,317,45,2,1,0,0,154,54,37,0,0,365,0,0
Culberson,201,125,69,7,0,0,0,112,80,46,0,0,117,84,0
Dallas,366,218,142,6,0,0,0,135,69,46,0,17,161,187,1
Denton,366,245,113,8,0,0,0,142,71,44,0,3,223,140,0
Ector,346,271,75,0,0,0,0,96,57,36,0,0,0,346,0
El Paso,366,95,252,17,2,0,0,192,89,59,0,6,151,181,28
Ellis,366,239,126,1,0,0,0,125,61,45,0,2,137,227,0
Galveston,360,238,119,3,0,0,0,143,66,44,0,1,198,159,2
Gregg,363,357,6,0,0,0,0,74,44,31,0,10,353,0,0
Harris,366,109,240,15,2,0,0,190,82,56,0,5,94,266,1
Harrison,363,264,99,0,0,0,0,100,57,40,0,0,108,255,0
Hidalgo,366,222,139,3,2,0,0,157,69,44,0,0,78,288,0
Hood,357,330,27,0,0,0,0,100,48,33,0,0,357,0,0
Hunt,366,351,15,0,0,0,0,87,45,32,0,2,364,0,0
Jefferson,363,219,142,2,0,0,0,122,65,46,0,0,148,215,0
Johnson,349,320,27,2,0,0,0,105,50,34,0,0,349,0,0
Karnes,363,363,0,0,0,0,0,32,17,6,0,363,0,0,0
Kaufman,366,260,105,1,0,0,0,134,60,42,0,3,171,192,0
Kleberg,330,181,143,4,2,0,0,174,70,46,0,0,0,330,0
Lubbock,352,311,41,0,0,0,0,83,52,26,0,0,0,352,0
Maverick,347,254,92,0,1,0,0,164,61,36,0,0,0,347,0
McLennan,366,294,72,0,0,0,0,97,54,39,0,0,231,135,0
Montgomery,366,219,139,8,0,0,0,129,64,44,0,1,142,223,0
Navarro,366,257,107,2,0,0,0,113,58,42,0,2,139,225,0
Nueces,366,227,137,0,2,0,0,162,67,46,0,0,135,231,0
Orange,362,223,137,2,0,0,0,103,62,44,0,0,124,238,0
Parker,362,331,30,1,0,0,0,115,50,35,0,0,362,0,0
Polk,360,351,9,0,0,0,0,71,43,31,0,0,360,0,0
Potter,341,307,34,0,0,0,0,85,50,26,0,0,0,341,0
Randall,357,277,80,0,0,0,0,90,64,42,0,0,357,0,0
Rockwall,363,345,17,1,0,0,0,133,45,32,0,0,363,0,0
Smith,366,352,14,0,0,0,0,84,46,33,0,3,363,0,0
Tarrant,366,163,187,13,3,0,0,159,77,52,0,7,131,228,0
Travis,366,182,182,1,1,0,0,154,66,51,0,3,95,267,1
Victoria,329,308,21,0,0,0,0,100,47,31,0,0,329,0,0
Webb,366,217,146,2,1,0,0,163,68,47,0,0,97,269,0
Wilson,365,365,0,0,0,0,0,34,18,7,0,365,0,0,0
Box Elder,355,316,36,3,0,0,0,147,51,40,0,27,328,0,0
Cache,366,205,152,5,4,0,0,162,72,48,0,0,170,179,17
Carbon,350,308,42,0,0,0,0,93,51,43,0,2,348,0,0
Davis,366,217,135,13,1,0,0,157,78,46,0,33,187,146,0
Duchesne,366,239,122,5,0,0,0,125,68,46,0,0,259,107,0
Garfield,365,331,34,0,0,0,0,74,50,42,0,0,361,4,0
Iron,366,312,54,0,0,0,0,88,53,41,0,20,273,73,0
Salt Lake,366,143,200,21,1,1,0,214,93,54,0,21,164,177,4
San Juan,363,294,67,2,0,0,0,119,58,43,0,0,360,3,0
Tooele,366,253,108,4,1,0,0,162,70,43,0,1,235,130,0
Uintah,366,201,160,5,0,0,0,133,72,50,0,0,308,58,0
Utah,366,199,162,5,0,0,0,150,80,48,0,1,201,163,1
Washington,366,276,87,3,0,0,0,112,63,44,0,0,318,48,0
Wayne,116,111,5,0,0,0,0,70,37,10,0,0,0,116,0
Weber,366,228,132,6,0,0,0,140,74,45,0,37,221,101,7
Bennington,366,330,36,0,0,0,0,73,50,37,0,0,251,115,0
Chittenden,366,302,64,0,0,0,0,98,53,39,0,0,206,160,0
Rutland,366,283,83,0,0,0,0,97,56,39,0,0,157,209,0
Windham,113,113,0,0,0,0,0,42,25,12,0,0,0,113,0
St Croix,59,50,9,0,0,0,0,84,58,25,0,0,0,59,0
St John,111,95,16,0,0,0,0,84,55,21,0,0,0,111,0
St Thomas,75,58,17,0,0,0,0,75,61,31,0,0,0,75,0
Albemarle,363,287,76,0,0,0,0,70,53,41,0,0,115,248,0
Arlington,366,332,34,0,0,0,0,90,49,34,1,37,267,61,0
Bristol City,116,99,17,0,0,0,0,60,53,32,0,0,0,116,0
Caroline,235,232,3,0,0,0,0,64,45,34,0,0,235,0,0
Carroll,56,56,0,0,0,0,0,15,12,7,0,0,0,0,56
Charles,364,347,17,0,0,0,0,67,45,31,0,88,203,73,0
Chesterfield,279,265,14,0,0,0,0,61,46,34,0,0,204,75,0
Fairfax,366,236,130,0,0,0,0,100,58,44,0,9,112,245,0
Fauquier,242,241,1,0,0,0,0,61,42,31,0,0,242,0,0
Frederick,304,249,55,0,0,0,0,81,53,39,0,0,122,182,0
Giles,342,337,5,0,0,0,0,67,45,36,0,0,342,0,0
Hampton City,366,316,50,0,0,0,0,68,52,37,4,3,149,210,0
Hanover,245,243,2,0,0,0,0,64,45,34,0,0,245,0,0
Henrico,366,287,79,0,0,0,0,71,55,41,1,2,140,223,0
Hopewell City,48,48,0,0,0,0,0,15,13,6,0,0,0,0,48
Loudoun,366,339,26,1,0,0,0,108,48,34,0,24,285,57,0
Lynchburg City,110,99,11,0,0,0,0,59,51,28,0,0,0,110,0
Madison,363,351,12,0,0,0,0,55,46,37,0,0,328,35,0
Norfolk City,365,349,16,0,0,0,0,64,36,18,11,256,0,97,1
Prince Edward,361,361,0,0,0,0,0,49,42,30,0,0,361,0,0
Prince William,364,357,7,0,0,0,0,74,44,32,0,1,363,0,0
Richmond City,364,294,70,0,0,0,0,80,54,37,1,61,0,302,0
Roanoke,366,277,89,0,0,0,0,72,55,40,0,3,103,260,0
Rockbridge,284,282,2,0,0,0,0,54,43,31,0,0,221,63,0
Rockingham,363,344,19,0,0,0,0,77,46,33,0,93,212,58,0
Salem City,110,94,16,0,0,0,0,69,53,31,0,0,0,110,0
Stafford,362,357,5,0,0,0,0,84,44,32,0,0,360,0,2
Suffolk City,245,242,3,0,0,0,0,67,44,36,0,0,245,0,0
Virginia Beach City,109,95,14,0,0,0,0,74,54,30,0,0,0,109,0
Winchester City,58,58,0,0,0,0,0,18,12,6,0,0,0,0,58
Wythe,235,233,2,0,0,0,0,61,45,34,0,0,235,0,0
Adams,364,345,11,0,5,3,0,266,43,17,0,0,0,364,0
Asotin,350,229,112,2,1,5,1,328,66,38,0,0,0,350,0
Benton,365,284,69,3,3,1,5,954,58,35,0,0,107,207,51
Chelan,366,274,80,1,6,1,4,817,59,28,0,0,0,366,0
Clallam,366,304,55,1,1,2,3,368,54,37,0,0,166,200,0
Clark,366,272,85,1,0,3,5,874,62,32,0,0,51,315,0
Columbia,365,323,34,0,5,3,0,258,52,23,0,0,18,347,0
Cowlitz,366,331,26,1,3,5,0,282,50,21,0,0,0,366,0
Franklin,336,313,15,0,5,3,0,284,46,18,0,0,0,336,0
Garfield,335,305,21,2,5,2,0,252,48,19,0,0,0,335,0
Grant,366,325,31,2,4,3,1,316,52,21,0,0,0,366,0
Grays Harbor,366,330,28,1,2,5,0,242,50,27,0,0,0,366,0
Jefferson,340,321,11,2,2,4,0,232,43,23,0,0,0,340,0
King,366,248,106,3,4,5,0,299,66,43,0,14,65,287,0
Kitsap,361,322,30,3,1,5,0,245,51,23,0,0,0,361,0
Kittitas,365,297,57,2,3,2,4,724,59,24,0,0,0,365,0
Klickitat,318,284,25,0,2,0,7,1358,51,22,0,0,0,318,0
Lewis,335,314,20,0,0,1,0,258,46,25,0,0,0,335,0
Mason,357,312,36,2,2,1,4,397,52,23,0,0,0,357,0
Okanogan,366,196,157,1,6,2,4,618,74,47,0,0,0,366,0
Pend Oreille,20,11,9,0,0,0,0,63,58,47,0,0,0,20,0
Pierce,366,256,99,4,3,4,0,256,66,42,0,6,197,163,0
Skagit,272,266,6,0,0,0,0,57,39,21,0,0,17,255,0
Snohomish,366,234,122,3,3,4,0,250,68,40,0,0,0,366,0
Spokane,366,286,73,0,1,2,4,785,58,36,0,0,102,248,16
Stevens,366,219,138,1,2,2,4,957,66,42,0,0,0,354,12
Thurston,366,316,43,0,3,4,0,242,53,28,0,0,118,248,0
Walla Walla,366,297,60,0,1,2,6,855,55,26,0,0,0,201,165
Whatcom,366,341,16,2,4,3,0,237,44,24,0,0,120,246,0
Whitman,366,335,23,1,5,2,0,237,47,19,0,0,0,366,0
Yakima,366,198,153,6,2,3,4,743,79,46,0,0,0,366,0
Berkeley,278,244,34,0,0,0,0,95,52,38,0,0,205,73,0
Brooke,366,318,48,0,0,0,0,78,52,18,0,0,0,121,245
Cabell,284,252,32,0,0,0,0,100,51,37,0,0,208,76,0
Gilmer,363,363,0,0,0,0,0,49,41,29,0,0,363,0,0
Greenbrier,234,232,2,0,0,0,0,54,44,34,0,0,234,0,0
Hancock,307,262,44,1,0,0,0,133,54,37,0,0,195,67,45
Harrison,118,99,19,0,0,0,0,80,53,35,0,0,0,118,0
Kanawha,366,287,79,0,0,0,0,85,55,41,0,0,162,204,0
Marion,74,57,17,0,0,0,0,70,55,35,0,0,0,74,0
Marshall,118,87,31,0,0,0,0,72,57,41,0,0,0,118,0
Monongalia,274,248,26,0,0,0,0,90,50,39,0,0,213,61,0
Ohio,274,232,41,1,0,0,0,101,54,40,0,0,201,73,0
Tucker,359,357,2,0,0,0,0,51,44,34,0,0,349,10,0
Wood,283,250,33,0,0,0,0,80,52,37,0,0,203,80,0
Ashland,366,336,30,0,0,0,0,72,48,34,0,0,244,122,0
Brown,366,261,104,1,0,0,0,119,59,39,0,0,127,239,0
Columbia,203,187,12,4,0,0,0,115,48,38,0,0,203,0,0
Dane,366,222,142,2,0,0,0,112,63,44,0,0,104,262,0
Dodge,366,247,117,2,0,0,0,136,61,42,0,0,168,196,2
Door,205,184,17,4,0,0,0,150,51,36,0,0,205,0,0
Eau Claire,366,256,110,0,0,0,0,93,59,42,0,0,128,238,0
Fond du Lac,205,194,9,2,0,0,0,115,46,36,0,0,205,0,0
Forest,366,311,55,0,0,0,0,93,54,36,0,0,221,145,0
Grant,361,235,126,0,0,0,0,84,60,40,0,0,0,361,0
Jefferson,210,189,17,4,0,0,0,136,51,38,0,0,210,0,0
Kenosha,361,238,112,10,1,0,0,197,67,43,0,0,188,173,0
Kewaunee,207,195,12,0,0,0,0,97,47,34,0,0,207,0,0
La Crosse,364,255,109,0,0,0,0,93,59,42,0,0,128,236,0
Manitowoc,192,169,19,4,0,0,0,136,58,36,0,0,192,0,0
Marathon,199,193,6,0,0,0,0,74,45,31,0,0,199,0,0
Milwaukee,366,204,157,4,1,0,0,169,67,46,0,4,130,232,0
Outagamie,366,254,110,2,0,0,0,126,60,40,0,0,131,235,0
Ozaukee,365,269,91,4,1,0,0,164,62,40,0,0,167,198,0
Racine,199,162,29,7,1,0,0,172,67,38,0,0,199,0,0
Rock,210,192,15,3,0,0,0,105,49,38,0,0,210,0,0
Sauk,366,264,101,1,0,0,0,112,59,41,0,0,124,242,0
Sheboygan,207,170,31,4,2,0,0,159,74,39,0,0,207,0,0
Taylor,366,299,67,0,0,0,0,80,54,38,0,0,209,157,0
Vilas,366,327,39,0,0,0,0,84,51,33,0,0,166,200,0
Walworth,198,180,14,4,0,0,0,136,50,39,0,0,198,0,0
Waukesha,359,214,143,2,0,0,0,129,64,44,0,0,110,249,0
Albany,366,251,106,7,2,0,0,187,71,46,0,0,285,13,68
Big Horn,359,349,8,2,0,0,0,126,46,38,0,0,359,0,0
Campbell,366,247,116,3,0,0,0,124,68,44,0,1,195,4,166
Carbon,304,304,0,0,0,0,0,31,21,8,0,304,0,0,0
Converse,366,302,60,4,0,0,0,129,61,42,0,0,269,18,79
Fremont,366,282,78,5,1,0,0,161,60,45,0,0,312,50,4
Johnson,364,337,27,0,0,0,0,93,50,40,0,2,355,0,7
Laramie,366,313,48,3,2,0,0,159,58,39,0,4,279,65,18
Lincoln,366,357,9,0,0,0,0,71,34,15,0,0,0,0,366
Natrona,366,316,46,4,0,0,0,124,54,42,0,3,332,31,0
Park,122,112,8,2,0,0,0,113,41,15,0,0,0,118,4
Platte,224,202,20,1,0,1,0,283,50,19,0,0,0,0,224
Sheridan,366,334,32,0,0,0,0,100,48,40,0,0,327,37,2
Sublette,366,289,72,4,1,0,0,151,63,45,0,0,344,22,0
Sweetwater,366,235,119,7,4,0,1,1334,76,46,0,5,248,14,99
Teton,366,312,42,7,5,0,0,165,57,43,0,0,315,51,0
Uinta,366,323,41,2,0,0,0,122,51,40,0,2,225,0,139
Weston,353,323,29,1,0,0,0,119,49,40,0,0,353,0,0
