County_,Pollutant_,Year_,Daily Max 1-hour SO2 Concentration_mean,Daily Max 1-hour SO2 Concentration_median,Daily Max 1-hour SO2 Concentration_<lambda_0>,Daily Max 1-hour SO2 Concentration_<lambda_1>,Daily Max 1-hour SO2 Concentration_<lambda_2>,Daily Max 8-hour Ozone Concentration_mean,Daily Max 8-hour Ozone Concentration_median,Daily Max 8-hour Ozone Concentration_<lambda_0>,Daily Max 8-hour Ozone Concentration_<lambda_1>,Daily Max 8-hour Ozone Concentration_<lambda_2>,Daily Max 8-hour CO Concentration_mean,Daily Max 8-hour CO Concentration_median,Daily Max 8-hour CO Concentration_<lambda_0>,Daily Max 8-hour CO Concentration_<lambda_1>,Daily Max 8-hour CO Concentration_<lambda_2>,Daily Mean PM2.5 Concentration_mean,Daily Mean PM2.5 Concentration_median,Daily Mean PM2.5 Concentration_<lambda_0>,Daily Mean PM2.5 Concentration_<lambda_1>,Daily Mean PM2.5 Concentration_<lambda_2>,Daily Mean PM10 Concentration_mean,Daily Mean PM10 Concentration_median,Daily Mean PM10 Concentration_<lambda_0>,Daily Mean PM10 Concentration_<lambda_1>,Daily Mean PM10 Concentration_<lambda_2>
Berkeley,Ozone,2018,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03866942148760331,0.039,0.031,0.039,0.047,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,Ozone,2019,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.040875518672199164,0.042,0.036,0.042,0.047,0.2687698592827962,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,Ozone,2020,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03855416666666667,0.039,0.033,0.039,0.045,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,Ozone,2021,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.040629955947136566,0.041,0.0345,0.041,0.047,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,Ozone,2022,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03858260869565218,0.039,0.034,0.039,0.044,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,Ozone,2023,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.044822314049586774,0.045,0.039,0.045,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,Ozone,2024,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.04371836734693878,0.045,0.037,0.045,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,PM25,2018,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03970069432489811,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.10608695652174,7.1,4.45,7.1,9.8,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,PM25,2019,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03970069432489811,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.83391304347826,7.6,4.9,7.6,10.149999999999999,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,PM25,2020,4.524664125245199,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.483898305084746,6.35,4.4,6.35,9.2,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,PM25,2021,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.770689655172413,7.3,5.175,7.3,11.55,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,PM25,2022,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.177310924369747,7.6,4.9,7.6,10.25,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,PM25,2023,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,10.314423076923077,8.350000000000001,5.55,8.350000000000001,10.925,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Berkeley,PM25,2024,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.463953488372093,6.75,4.2,6.75,9.25,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,PM10,2018,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.297222222222222,13.0,9.0,13.0,20.0
Brooke,PM10,2019,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,16.11173184357542,15.0,10.0,15.0,20.0
Brooke,PM10,2020,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,14.628415300546449,13.0,9.0,13.0,19.0
Brooke,PM10,2021,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,17.477900552486187,15.0,10.0,15.0,23.0
Brooke,PM10,2022,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.672176308539944,15.0,12.0,15.0,19.0
Brooke,PM10,2023,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,18.73961218836565,16.0,11.0,16.0,22.0
Brooke,PM10,2024,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,14.766423357664234,13.5,10.0,13.5,19.0
Brooke,PM25,2018,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.687640449438202,7.8,5.5,7.8,11.05,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,PM25,2019,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,9.513257575757576,9.0,6.375,9.0,11.3,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,PM25,2020,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.872932330827067,7.4,5.5,7.4,9.5,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,PM25,2021,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,9.347876447876448,8.5,5.7,8.5,11.8,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,PM25,2022,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.4403703703703705,6.9,4.9,6.9,9.375,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,PM25,2023,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,9.147081712062258,6.9,4.9,6.9,10.2,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,PM25,2024,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,6.89395218002813,6.3,4.4,6.3,8.850000000000001,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,SO2,2018,5.72184065934066,4.0,2.0,4.0,7.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,SO2,2019,6.873498233215548,4.0,2.0,4.0,9.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,SO2,2020,6.094729344729345,4.0,2.0,4.0,8.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,SO2,2021,9.127376425855513,6.0,3.0,6.0,11.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,SO2,2022,5.097287184284378,3.0,2.0,3.0,7.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158817,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,SO2,2023,4.450139794967381,2.0,1.0,2.0,6.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158817,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Brooke,SO2,2024,5.550274223034735,3.0,2.0,3.0,6.0,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,Ozone,2018,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.040254098360655736,0.04,0.034,0.04,0.047,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,Ozone,2019,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.041594594594594594,0.042499999999999996,0.036,0.042499999999999996,0.048,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,Ozone,2020,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03809478672985782,0.039,0.0315,0.039,0.045,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,Ozone,2021,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.04001941747572815,0.04,0.034,0.04,0.046,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,Ozone,2022,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.04049760765550239,0.04,0.035,0.04,0.045,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,Ozone,2023,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.04526839826839827,0.046,0.04,0.046,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,Ozone,2024,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.04437959183673469,0.045,0.038,0.045,0.051,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,PM25,2018,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.904861111111111,6.95,5.175,6.95,9.5,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,PM25,2019,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.0834532374100725,6.7,4.7,6.7,9.350000000000001,15.001963779183939,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,PM25,2020,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,6.832679738562092,6.2,4.5,6.2,8.4,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,PM25,2021,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.896621621621622,6.9,4.8,6.9,9.725,15.001963779183942,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,PM25,2022,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,6.900671140939598,6.4,4.7,6.4,8.1,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,PM25,2023,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,8.521854304635761,7.1,5.1,7.1,9.5,15.001963779183939,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Cabell,PM25,2024,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.0397006943248981,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.165271966527197,6.55,4.7,6.55,9.0,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Gilmer,Ozone,2018,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03224581005586592,0.031,0.026,0.031,0.038,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158819,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.001963779183939,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Gilmer,Ozone,2019,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03464864864864865,0.034,0.028,0.034,0.041,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Gilmer,Ozone,2020,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03190304709141274,0.031,0.025,0.031,0.039,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Gilmer,Ozone,2021,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.03327528089887641,0.033,0.02675,0.033,0.04,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158817,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
Gilmer,Ozone,2022,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,4.524664125245198,0.04008333333333333,0.04,0.03475,0.04,0.04525,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,0.2687698592827961,7.983177516158817,7.983177516158818,7.983177516158818,7.983177516158818,7.983177516158818,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394,15.00196377918394
